CUSTOMER,REV_CURRENT_YEAR,REV_CURRENT_YEAR.1,REV_CURRENT_YEAR.2,CREATION_YEAR,OWNERSHIP,COUNTRY,CURRENCY
1106,"""24722.86""",24722.86,3667.78,01.01.2004,Governmental,Switzerland,Euro
4116,"""55692.02""",55692.02,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
2099,"""2417591.38461538""",2417591.3846153845,2347986.076923077,01/01/2004,Governmental,Switzerland,Chinese Yuan
2291,"""77848.452991453""",77848.452991453,179.4871794871795,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
610,"""893.145299145299""",893.1452991452992,0,01.01.2003,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1324,"""97805.3488372093""",97805.34883720931,24436.837209302324,01.01.2004,Governmental,Switzerland,US Dollar
3108,"""9113.76068376069""",9113.760683760685,9333.478632478633,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2113,"""225959.273504274""",225959.2735042735,51151.8717948718,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4411,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2402,"""70915.0256410256""",70915.02564102564,123867.18803418803,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2333,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3827,"""13019.6627906977""",13019.662790697674,12227.639534883721,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
3679,"""0""",0,20734.538461538457,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
67,"""758232.534883721""",758232.5348837209,2084808.8488372094,01/01/2004,Governmental,Switzerland,US Dollar
1277,"""208033.31""",208033.31,272330.5,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
4513,"""0""",0,0,01/01/2004,Governmental,Switzerland,Chinese Yuan
2096,"""2123.07692307692""",2123.076923076923,430656,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1067,"""57796.49""",57796.49,294131.58,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
1628,"""0""",0,1273.5213675213677,01.01.2003,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
961,"""62940.89""",62940.89,7474.68,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
3210,"""177538.461538462""",177538.46153846153,126486.3076923077,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5501,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
3578,"""259190.076923077""",259190.0769230769,211998.23076923075,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2583,"""18019.023255814""",18019.023255813954,38508.04651162791,01/01/2004,Governmental,Switzerland,US Dollar
2828,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5646,"""261247.769230769""",261247.76923076922,37890.230769230766,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1957,"""0""",0,0.07692307692307693,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2336,"""345.623931623932""",345.62393162393164,379.2564102564103,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1492,"""0""",0,28681.692307692305,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
134,"""58520.0256410256""",58520.02564102564,52201.61538461539,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1484,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
4754,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
68,"""35676.8461538461""",35676.84615384615,195248.76923076922,01.01.2004,Governmental,Switzerland,Chinese Yuan
1782,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
1055,"""39150.94""",39150.94,2552.34,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
2019,"""3155.74358974359""",3155.74358974359,8777.675213675213,01/01/2003,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2698,"""32829.905982906""",32829.905982905984,25141.239316239316,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2876,"""243096.872093023""",243096.87209302327,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
340,"""517530.337209302""",517530.33720930235,542559.72093023255,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
4431,"""0""",0,60.68376068376069,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3319,"""4204""",4204,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1258,"""223167.615384615""",223167.61538461538,227376.61538461538,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3408,"""241967.93""",241967.93,36731.7,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
1579,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2010,"""55516.5""",55516.5,234478.40697674418,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
2029,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
5424,"""693.53488372093""",693.5348837209303,1243.6511627906978,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
2430,"""0""",0,825.5697674418604,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5664,"""1157.57264957265""",1157.5726495726497,12801.735042735045,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4488,"""263332.769230769""",263332.76923076925,255868.61538461538,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2796,"""331520.153846154""",331520.1538461539,230183.99999999997,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2180,"""132752.307692308""",132752.3076923077,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2145,"""482784.076923077""",482784.07692307694,103783.84615384614,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
574,"""169709.632478632""",169709.63247863247,87333.2735042735,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5310,"""37630.3076923077""",37630.30769230769,38698.38461538462,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5878,"""0""",0,986.046511627907,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
3030,"""7449.78632478633""",7449.786324786325,888.6666666666667,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3724,"""1076.74418604651""",1076.7441860465117,20493.372093023256,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5102,"""1189.23931623932""",1189.2393162393164,602.7948717948718,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3373,"""12977.22""",12977.22,5113.91,01/01/2004,Governmental,Switzerland,Euro
4340,"""114644.441860465""",114644.44186046511,16295.581395348838,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
1398,"""562385.461538462""",562385.4615384615,40659.153846153844,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1696,"""41995.2307692308""",41995.230769230766,32506.153846153848,01.01.2004,Governmental,Switzerland,Chinese Yuan
2321,"""20052.0512820513""",20052.051282051285,29748.512820512824,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3243,"""0""",0,0,01/01/2003,Privately Owned/Publicly Traded,Switzerland,US Dollar
5222,"""3826.19658119658""",3826.196581196581,3818.2136752136757,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1262,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
760,"""854525.905982906""",854525.9059829061,635552.4786324787,01.01.2004,Governmental,Switzerland,Pound Sterling
5016,"""79955.07""",79955.07,65570.68,01.01.2003,Governmental,Switzerland,Euro
2628,"""93401.264957265""",93401.26495726495,19346.760683760684,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3872,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
4459,"""31129.2564102564""",31129.256410256414,48226.76068376069,01/01/2011,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1029,"""0""",0,34654.54651162791,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
2030,"""36272.6923076923""",36272.692307692305,77816.92307692308,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2064,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
1752,"""438201.63""",438201.63,160296.28,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
4722,"""537""",537,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
2665,"""5533.82558139535""",5533.825581395349,5565.174418604652,01/01/2004,Governmental,Switzerland,US Dollar
4120,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
2106,"""0""",0,52.649572649572654,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1233,"""1556772.07692308""",1556772.0769230768,413210.4615384615,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4374,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5749,"""225699.63""",225699.63,212897.77,01/01/2004,Governmental,Switzerland,Euro
2055,"""15598.5384615385""",15598.538461538461,35659.692307692305,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2751,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
775,"""20740.08""",20740.08,24228.89,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
5755,"""6014.23255813953""",6014.232558139534,2273.9186046511627,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5540,"""4211.46153846154""",4211.461538461538,9423.076923076922,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1764,"""188945.282051282""",188945.28205128206,234651.72649572653,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4114,"""2257""",2257,11408.76923076923,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4224,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1610,"""9113.64102564103""",9113.641025641025,8588.02564102564,01.01.2004,Governmental,Switzerland,Pound Sterling
4982,"""42484.5581395349""",42484.558139534885,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5379,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
495,"""204732.546511628""",204732.5465116279,129720.77906976744,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5170,"""42764.12""",42764.12,14006.04,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
5780,"""391.435897435897""",391.43589743589746,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4640,"""4744.17441860465""",4744.174418604651,21773.72093023256,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5916,"""21558.9534883721""",21558.953488372095,22223.25581395349,01.01.2004,Governmental,Switzerland,US Dollar
112,"""18567.3488372093""",18567.3488372093,9068.511627906977,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
792,"""196567.55""",196567.55,60151.48,01.01.2004,Governmental,Switzerland,Euro
2629,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
619,"""85937.56""",85937.56,75589.83,01/01/2003,Privately Owned/Publicly Traded,Switzerland,Euro
963,"""12466.7179487179""",12466.71794871795,4232.393162393162,01/01/2004,Governmental,Switzerland,Pound Sterling
1878,"""332275.538461538""",332275.53846153844,27019.76923076923,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1349,"""0""",0,1782.5581395348838,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
4901,"""17561.6923076923""",17561.69230769231,14584.615384615385,01/01/2004,Governmental,Switzerland,Chinese Yuan
5052,"""0""",0,43856.91860465116,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
327,"""237752.538461538""",237752.53846153847,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2303,"""9034.75213675214""",9034.752136752137,29843.28205128205,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3577,"""16753.05""",16753.05,14204.12,01/01/2004,Governmental,Switzerland,Euro
4688,"""0""",0,120442.92307692308,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4427,"""0""",0,15289.615384615385,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1740,"""63591.67""",63591.67,5025.09,01.01.2004,Governmental,Switzerland,Euro
1843,"""17584.7521367521""",17584.752136752137,18160.675213675215,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
721,"""0""",0,3668.372093023256,01/01/2004,Governmental,Switzerland,US Dollar
1122,"""417.720930232558""",417.72093023255815,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
1556,"""649801.769230769""",649801.7692307691,354835.23076923075,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
566,"""0""",0,19837.60683760684,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2851,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
844,"""76067.0854700855""",76067.08547008548,95461.37606837608,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4125,"""65056.58""",65056.58,57665.49,01/01/2004,Governmental,Switzerland,Euro
487,"""43117.65""",43117.65,106871.35,01/01/2004,Governmental,Switzerland,Euro
2414,"""18389""",18389,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3940,"""179.48717948718""",179.4871794871795,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
534,"""108642.230769231""",108642.23076923077,142456,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4530,"""0""",0,405402.53846153844,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2048,"""0""",0,43926.84615384615,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3110,"""0""",0,542.25,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
4821,"""3545.3488372093""",3545.3488372093025,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5291,"""25433.8461538462""",25433.846153846152,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4118,"""63485.5384615385""",63485.53846153847,21517.4358974359,01.01.2004,Governmental,Switzerland,Pound Sterling
1807,"""2713.61""",2713.61,1140.49,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
4973,"""0""",0,2326.504273504274,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4153,"""0""",0,0,01/01/2004,No information,Switzerland,US Dollar
4150,"""9645.2905982906""",9645.2905982906,53912.71794871795,01.01.2004,Governmental,Switzerland,Pound Sterling
5127,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2773,"""46501.1367521368""",46501.13675213676,10267.991452991453,01/01/2004,Governmental,Switzerland,Pound Sterling
1164,"""18007.95""",18007.95,20962.03,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
992,"""31494.641025641""",31494.64102564103,34397.683760683765,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2066,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5673,"""0""",0,1325.5581395348838,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
4245,"""137477.333333333""",137477.33333333334,132600.84615384616,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4171,"""14049.3076923077""",14049.307692307691,15924.401709401709,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2517,"""43069.0085470085""",43069.00854700855,103428.94017094017,01/01/2004,Governmental,Switzerland,Pound Sterling
1439,"""15406.5384615385""",15406.538461538465,16598.97435897436,01/01/2004,Governmental,Switzerland,Pound Sterling
4911,"""0""",0,0,01/01/2003,Governmental,Switzerland,US Dollar
2326,"""8490.53846153846""",8490.538461538463,25364.53846153846,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2740,"""31036.1538461539""",31036.15384615385,64937.282051282054,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1308,"""250943.441860465""",250943.4418604651,484842.523255814,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
3452,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4209,"""284178.846153846""",284178.8461538461,117634.61538461538,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5981,"""79122.2307692308""",79122.23076923077,91712.61538461538,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5688,"""157315.98""",157315.98,31305,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
4662,"""452304.846153846""",452304.8461538461,847451.8461538461,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1117,"""31782.7606837607""",31782.760683760687,16185.153846153848,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
308,"""41900.4786324786""",41900.47863247863,118775.4358974359,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2510,"""118951.779069767""",118951.77906976744,155548.7093023256,01.01.2004,Governmental,Switzerland,US Dollar
2123,"""2725.27""",2725.27,3192.14,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
2482,"""0""",0,1277.76,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
4709,"""532.53488372093""",532.5348837209302,474.3953488372093,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
1749,"""416346.38372093""",416346.38372093026,313245.31395348837,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
133,"""137580""",137580,23552.153846153848,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2267,"""26870.188034188""",26870.188034188035,77112.1794871795,01/01/2003,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4514,"""529439.461538462""",529439.4615384615,342063.23076923075,01.01.2007,Governmental,Switzerland,Chinese Yuan
1592,"""6778.05128205128""",6778.051282051282,5783.034188034188,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5862,"""2525.55""",2525.55,5727.69,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
4161,"""26314.29""",26314.29,33622.75,01/01/2004,Governmental,Switzerland,Euro
2431,"""5757.70930232558""",5757.709302325582,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
2553,"""1533.70930232558""",1533.7093023255813,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
4852,"""52437.8837209302""",52437.88372093024,18794.674418604653,01.01.2004,Governmental,Switzerland,US Dollar
1401,"""1739193""",1739193,321674.6153846154,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3941,"""10071.53""",10071.53,10850.52,01/01/2004,Governmental,Switzerland,Euro
449,"""4213028.23076923""",4213028.230769231,5297868.384615385,01/01/2003,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1892,"""7033.62790697674""",7033.627906976744,51485.12790697674,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
899,"""218544.384615385""",218544.38461538462,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
5219,"""3440.63""",3440.63,3358.47,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
40,"""41546.1046511628""",41546.104651162794,42311.08139534884,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5413,"""0""",0,0,01/01/2004,Governmental,Switzerland,US Dollar
4615,"""6588.15384615385""",6588.153846153847,10896.23076923077,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
307,"""41172.2""",41172.2,130889.04,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
5829,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
3182,"""22465.24""",22465.24,14158.52,01.01.2004,Governmental,Switzerland,Euro
4781,"""4713.64""",4713.64,34099.31,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
4575,"""34909.6581196581""",34909.658119658125,34092.606837606836,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5465,"""73329.7790697674""",73329.77906976745,66185.5,01/01/2004,Governmental,Switzerland,US Dollar
4280,"""0""",0,7070.3675213675215,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
454,"""1921.46""",1921.46,8492.37,01.01.2004,Governmental,Switzerland,Euro
2213,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
711,"""323014.307692308""",323014.3076923077,91534.15384615384,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4195,"""224328.25""",224328.25,87144.21,01/01/2003,Privately Owned/Publicly Traded,Switzerland,Euro
834,"""47695.13""",47695.13,67693.97,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
4974,"""18844.6""",18844.6,71099.28,01.01.2003,Governmental,Switzerland,Euro
4106,"""42634.0256410256""",42634.02564102564,21714.264957264957,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2555,"""8667.25""",8667.25,5116.72,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
998,"""53546.1511627907""",53546.1511627907,32279.453488372095,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
1466,"""36083.1627906977""",36083.16279069767,3311.593023255814,01.01.2004,Governmental,Switzerland,US Dollar
141,"""74501.4186046512""",74501.41860465116,13699.174418604653,01/01/2003,Privately Owned/Publicly Traded,Switzerland,US Dollar
2605,"""82835.01""",82835.01,21372.2,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
1496,"""8946.39534883721""",8946.39534883721,47979.96511627907,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
4835,"""11508.1162790698""",11508.116279069767,26642.802325581397,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
1084,"""46541.7441860465""",46541.74418604651,5862.976744186047,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
2613,"""55842.3488372093""",55842.3488372093,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
3640,"""8776.84615384615""",8776.846153846154,6576.923076923077,01.01.2003,Governmental,Switzerland,Chinese Yuan
1544,"""561472.076923077""",561472.0769230769,397145.92307692306,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3501,"""1190254""",1190253.9999999998,723735.3076923076,01/01/2004,Governmental,Switzerland,Chinese Yuan
597,"""66465.7094017094""",66465.7094017094,26516.589743589746,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
8,"""30731""",30731,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4966,"""0""",0,0,01.01.2004,Governmental,Switzerland,US Dollar
4711,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1363,"""0""",0,1653.1744186046512,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5264,"""0""",0,1142.931623931624,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2575,"""144534""",144533.99999999997,440483,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1307,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1619,"""31773.11""",31773.11,26206.5,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
1023,"""297815.017094017""",297815.0170940171,210095.52136752137,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4633,"""53868.14""",53868.14,69635.57,01/01/2004,Governmental,Switzerland,Euro
1210,"""110677.988372093""",110677.98837209304,64106.58139534884,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
1293,"""1679.12820512821""",1679.128205128205,9559.435897435898,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4861,"""59191.27""",59191.27,65151.26,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
1935,"""13118.16""",13118.16,10073.33,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
1705,"""39475.8974358974""",39475.89743589744,10984.709401709402,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
1464,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
5770,"""14694.75""",14694.75,2904.87,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Euro
3497,"""64593.8461538462""",64593.846153846156,112310.84615384616,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
381,"""7017.78""",7017.78,28653.9,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
4596,"""1752.18""",1752.18,1748.6,01.01.2004,Governmental,Switzerland,Euro
3123,"""61777.71""",61777.71,46242.76,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
1509,"""4129.60465116279""",4129.604651162791,3526.267441860465,01/01/2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
84,"""0""",0,0,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
4823,"""84852.5384615385""",84852.53846153845,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
385,"""0""",0,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
5408,"""21174.7094017094""",21174.709401709402,18045.136752136754,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
771,"""574940.923076923""",574940.9230769231,1135761.4615384615,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3966,"""51831.5384615385""",51831.53846153846,507952.9230769231,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1870,"""97801.0427350427""",97801.04273504275,72774.61538461539,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
745,"""3633.11111111111""",3633.1111111111113,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Pound Sterling
2941,"""283480""",283480,96637.6923076923,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
4841,"""219290.846153846""",219290.84615384616,205512,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
3375,"""29202.45""",29202.45,0,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
4354,"""8740.98837209302""",8740.988372093023,2257.3255813953488,01.01.2004,Privately Owned/Publicly Traded,Switzerland,US Dollar
4502,"""305103""",305103,267202.76923076925,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
525,"""2372759.46153846""",2372759.4615384615,1919450.3076923077,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
223,"""0""",0,26089.09,01/01/2004,Privately Owned/Publicly Traded,Switzerland,Euro
1116,"""74395.3076923077""",74395.30769230769,40862.38461538461,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
2950,"""26730.9230769231""",26730.923076923074,30445.69230769231,01.01.2004,Privately Owned/Publicly Traded,Switzerland,Chinese Yuan
1545,"""26505.3247863248""",26505.32478632479,2343.9487179487182,01/01/2004,Governmental,Switzerland,Pound Sterling
